incident_number,call_type,call_type_group,call_time,Street,call_origin,mental_health,drug_related,dv_related,alcohol_related,Area,AreaName,Latitude,Longitude,Hour,DayOfWeek
18BU020179,Welfare Check,Public Service,9/2/18 21:55,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48423806,-73.19245762,9:00 PM,Sunday
18BU020180,Foot Patrol,Public Service,9/2/18 22:40,Marketplace,Phone,0,0,0,0,D,Downtown,44.47708673,-73.21365699,10:00 PM,Sunday
18BU020181,Foot Patrol,Public Service,9/2/18 22:54,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.4769893,-73.21375871,10:00 PM,Sunday
18BU020182,Compliance Check,Court Order,9/2/18 23:19,Church St,Officer/Radio,0,0,0,0,D,Downtown,44.47760557,-73.21227659,11:00 PM,Sunday
18BU020183,Compliance Check,Court Order,9/2/18 23:23,Church St,Officer/Radio,0,0,0,0,D,Downtown,44.4776506,-73.21124099,11:00 PM,Sunday
18BU020184,Foot Patrol,Public Service,9/3/18 0:04,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47916016,-73.21363018,12:00 AM,Monday
18BU020185,Foot Patrol,Public Service,9/3/18 0:07,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47752408,-73.21357953,12:00 AM,Monday
18BU020186,Foot Patrol,Public Service,9/3/18 0:10,Hickok Pl/Isham St,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.48073188,-73.20524138,12:00 AM,Monday
18BU020187,Accident - Non-Investigated,Motor Vehicle,9/3/18 0:11,N Winooski Ave,911,0,0,0,0,B,OldNorthEnd,44.48357005,-73.21250723,12:00 AM,Monday
18BU020188,Traffic,Motor Vehicle,9/3/18 0:37,Church St/College St,Officer/Radio,0,0,0,0,D,Downtown,44.47805664,-73.2139805,12:00 AM,Monday
18BU020189,Suspicious Event,Public Service,9/3/18 0:39,Church St,911,0,0,0,0,D,Downtown,44.47784117,-73.21103226,12:00 AM,Monday
18BU020190,Found/Lost Property,Public Service,9/3/18 0:48,Church St/College St,Officer/Radio,0,0,0,0,D,Downtown,44.47604534,-73.2133634,12:00 AM,Monday
18BU020191,Foot Patrol,Public Service,9/3/18 0:58,S Union St / Bradley St,Officer/Radio,0,0,0,0,D,Downtown,44.47824969,-73.21067001,12:00 AM,Monday
18BU020192,Found/Lost Property,Public Service,9/3/18 1:10,Red Square,Phone,0,0,0,1,D,Downtown,44.47478733,-73.21155609,1:00 AM,Monday
18BU020193,Intoxication,Quality of Life,9/3/18 1:31,Buell St,911,0,0,0,0,C,UniversityHillSection,44.47930969,-73.2089027,1:00 AM,Monday
18BU020194,Animal Problem,Animal,9/3/18 1:40,College St,Phone,0,0,0,0,D,Downtown,44.47698597,-73.21830552,1:00 AM,Monday
18BU020195,Intoxication,Quality of Life,9/3/18 2:23,Main St,Officer/Radio,0,0,0,0,D,Downtown,44.47762232,-73.21372118,2:00 AM,Monday
18BU020196,Mental Health Issue,Public Service,9/3/18 3:09,North St,Phone,1,0,0,0,B,OldNorthEnd,44.48414521,-73.21519878,3:00 AM,Monday
18BU020197,Intoxication,Quality of Life,9/3/18 3:35,Colchester Ave,Phone,1,1,0,1,C,UniversityHillSection,44.48791148,-73.18496284,3:00 AM,Monday
18BU020198,Noise,Quality of Life,9/3/18 3:38,North St,911,0,0,0,0,C,UniversityHillSection,44.48518203,-73.20405047,3:00 AM,Monday
18BU020199,Suspicious Event,Public Service,9/3/18 4:37,Pearl St,Officer/Radio,0,0,0,0,D,Downtown,44.48145188,-73.21497778,4:00 AM,Monday
18BU020200,Untimely Death,Public Service,9/3/18 5:43,North St,911,0,1,0,0,C,UniversityHillSection,44.48469383,-73.20806805,5:00 AM,Monday
18BU020201,Assist - Agency,Assist,9/3/18 7:16,Riverside Ave B4,Phone,0,0,0,0,NA,NA,44.48454574,-73.19323277,7:00 AM,Monday
18BU020202,Alarm,Public Service,9/3/18 7:32,Flynn Ave,Phone,0,0,0,0,E,SouthEnd,44.45616144,-73.21974994,7:00 AM,Monday
18BU020203,Trespass,Other,9/3/18 9:03,S Winooski Ave,Phone,0,0,0,0,D,Downtown,44.47676984,-73.20896693,9:00 AM,Monday
18BU020204,Larceny - Other,Property,9/3/18 9:23,North Ave,Phone,1,0,0,0,B,OldNorthEnd,44.48459736,-73.22434068,9:00 AM,Monday
18BU021849,Found/Lost Property,Public Service,9/3/18 9:25,Bike Path,Online Report,0,0,0,0,B,OldNorthEnd,44.49072836,-73.23914317,9:00 AM,Monday
18BU020205,Suspicious Event,Public Service,9/3/18 10:13,Main St/S Winooski Ave,Officer/Radio,0,0,0,0,D,Downtown,44.4768036,-73.21067495,10:00 AM,Monday
18BU020206,Property Damage,Property,9/3/18 10:33,Lake St/College St,Phone,0,0,0,0,D,Downtown,44.47678574,-73.21914266,10:00 AM,Monday
18BU020207,Domestic Disturbance,Domestic,9/3/18 10:55,NA,Phone,0,0,1,0,B,OldNorthEnd,NA,NA,10:00 AM,Monday
18BU020208,VIN verification,Motor Vehicle,9/3/18 11:24,Barber Farm Rd,Officer/Radio,0,0,0,0,,,44.46094484,-72.97972132,11:00 AM,Monday
18BU020209,Assist - Agency,Assist,9/3/18 11:26,Adams St,911,0,0,0,0,Airport,SouthEnd,44.47285042,-73.21248915,11:00 AM,Monday
18BU020210,Assist - Public,Public Service,9/3/18 11:31,Ethan Allen Parkway,Phone,0,0,0,0,A,NewNorthEnd,44.50476173,-73.24021132,11:00 AM,Monday
18BU020211,Mental Health Issue,Public Service,9/3/18 11:51,Hyde St,Phone,1,0,0,0,Airport,UniversityHillSection,44.48687451,-73.20857877,11:00 AM,Monday
18BU020212,Accident - Property damage only,Motor Vehicle,9/3/18 11:56,N Union St,Phone,0,0,0,0,Airport,UniversityHillSection,44.48336252,-73.20785015,11:00 AM,Monday
18BU020213,Animal Problem,Animal,9/3/18 11:57,Pomeroy St,Phone,0,0,0,0,Airport,UniversityHillSection,44.4863049,-73.20741561,11:00 AM,Monday
18BU020214,Suspicious Event,Public Service,9/3/18 12:08,Riverside Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48892005,-73.20624126,12:00 PM,Monday
18BU020215,Found/Lost Property,Public Service,9/3/18 12:36,North Ave,In Person,0,0,0,0,B,OldNorthEnd,44.48402043,-73.2210894,12:00 PM,Monday
18BU020216,Threats/Harassment,Other,9/3/18 12:38,Church St,Officer/Radio,0,0,0,0,D,Downtown,44.47405158,-73.2114352,12:00 PM,Monday
18BU021310,Found/Lost Property,Public Service,9/3/18 12:40,Water Front,Online Report,0,0,0,0,D,Downtown,44.47918322,-73.22247324,12:00 PM,Monday
18BU020217,Foot Patrol,Public Service,9/3/18 12:51,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47736806,-73.21472662,12:00 PM,Monday
18BU020218,Suspicious Event,Public Service,9/3/18 12:55,Allen St,911,0,0,0,0,B,OldNorthEnd,44.48575147,-73.21681433,12:00 PM,Monday
18BU020219,Suspicious Event,Public Service,9/3/18 13:02,Bank St,Officer/Radio,0,0,0,0,D,Downtown,44.47619985,-73.21452022,1:00 PM,Monday
18BU020220,Mental Health Issue,Public Service,9/3/18 13:41,North Ave,In Person,1,0,0,0,B,OldNorthEnd,44.4838536,-73.21999925,1:00 PM,Monday
18BU020221,Domestic Disturbance,Domestic,9/3/18 14:02,NA,Phone,0,0,1,0,B,OldNorthEnd,NA,NA,2:00 PM,Monday
18BU020222,Trespass,Other,9/3/18 14:07,Colchester Ave,Phone,0,0,0,0,Airport,UniversityHillSection,44.47891211,-73.19583471,2:00 PM,Monday
18BU020223,Intoxication,Quality of Life,9/3/18 14:40,Pearl St/S Winooski Ave,Phone,0,0,0,1,B,OldNorthEnd,44.48021497,-73.21121558,2:00 PM,Monday
18BU020224,Assist - Public,Public Service,9/3/18 14:48,Oak St,Phone,0,0,0,1,Airport,OldNorthEnd,44.490763,-73.21054121,2:00 PM,Monday
18BU020225,Threats/Harassment,Other,9/3/18 15:31,Bright St,Phone,0,0,0,0,B,OldNorthEnd,44.48910247,-73.20684453,3:00 PM,Monday
18BU020226,Welfare Check,Public Service,9/3/18 15:34,Valade Pk,Phone,0,0,0,0,A,NewNorthEnd,44.52125956,-73.25367556,3:00 PM,Monday
18BU020227,Welfare Check,Public Service,9/3/18 15:36,City Hall Park,Phone,0,0,0,0,D,Downtown,44.47497782,-73.21242462,3:00 PM,Monday
18BU020228,Alarm,Public Service,9/3/18 15:37,Elmwood Ave,Phone,0,0,0,0,B,OldNorthEnd,44.4806374,-73.21484082,3:00 PM,Monday
18BU020229,Suspicious Event,Public Service,9/3/18 15:58,Leddy Beach,Phone,0,0,0,0,A,NewNorthEnd,44.50527411,-73.24874684,3:00 PM,Monday
18BU021312,Accident - LSA,Motor Vehicle,9/3/18 16:10,Kilburn St,Online Report,0,0,0,0,NA,NA,44.47142878,-73.21614157,4:00 PM,Monday
18BU020230,Foot Patrol,Public Service,9/3/18 16:17,City Hall Park,Officer/Radio,0,0,0,0,D,Downtown,44.47482756,-73.21543224,4:00 PM,Monday
18BU020231,Animal Problem,Animal,9/3/18 16:18,North Beach,Phone,0,0,0,0,A,NewNorthEnd,44.49387014,-73.24177207,4:00 PM,Monday
18BU020232,Found/Lost Property,Public Service,9/3/18 16:43,Main St/Church St,Officer/Radio,0,0,0,0,D,Downtown,44.47419066,-73.21377657,4:00 PM,Monday
18BU020233,Trespass,Other,9/3/18 16:47,Hayward St,Phone,0,0,0,0,E,SouthEnd,44.46920339,-73.21184573,4:00 PM,Monday
18BU020234,Assist - Public,Public Service,9/3/18 17:13,Main St,Phone,0,0,0,0,D,Downtown,44.47720354,-73.21251001,5:00 PM,Monday
18BU020235,Larceny - Other,Property,9/3/18 17:33,Battery Park,Phone,0,0,0,0,B,OldNorthEnd,44.47923739,-73.21904077,5:00 PM,Monday
18BU020236,Animal Problem,Animal,9/3/18 17:36,Pine St,Phone,0,0,0,0,E,SouthEnd,44.47154253,-73.21363582,5:00 PM,Monday
18BU020237,Noise,Quality of Life,9/3/18 17:58,Blondin Cir,Phone,0,0,0,0,NA,NA,44.50955808,-73.24127563,5:00 PM,Monday
18BU020238,Arrest on Warrant,Court Order,9/3/18 18:09,Maple St,Phone,0,0,0,0,D,Downtown,44.47513996,-73.2177658,6:00 PM,Monday
18BU020239,Suspicious Event,Public Service,9/3/18 18:10,Northgate Rd,911,0,0,0,0,NA,NA,44.52018333,-73.265386,6:00 PM,Monday
18BU020240,Found/Lost Property,Public Service,9/3/18 18:14,Main St/Church St,Phone,0,0,0,0,D,Downtown,44.47597195,-73.21268081,6:00 PM,Monday
18BU020241,Foot Patrol,Public Service,9/3/18 18:23,Battery Park,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48147603,-73.21919056,6:00 PM,Monday
18BU020242,Suspicious Event,Public Service,9/3/18 18:55,Shelburne Rd,Phone,0,0,0,0,,,44.44979959,-73.21052187,6:00 PM,Monday
18BU020243,Overdose,Drugs,9/3/18 19:08,Grey Meadow Dr,911,0,0,0,0,A,NewNorthEnd,44.51342048,-73.2639846,7:00 PM,Monday
18BU020244,Domestic Disturbance,Domestic,9/3/18 19:11,NA,911,0,0,1,1,B,OldNorthEnd,NA,NA,7:00 PM,Monday
18BU020245,Assist - Agency,Assist,9/3/18 19:16,College St,Phone,0,0,0,0,D,Downtown,44.47448457,-73.21993239,7:00 PM,Monday
18BU020246,Suspicious Event,Public Service,9/3/18 19:35,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48324395,-73.21997548,7:00 PM,Monday
18BU020247,Welfare Check,Public Service,9/3/18 20:57,Sherman St,Phone,0,0,0,0,B,OldNorthEnd,44.48048726,-73.21917365,8:00 PM,Monday
18BU020248,Traffic,Motor Vehicle,9/3/18 21:02,S Union St/Howard St,Officer/Radio,0,0,0,0,E,SouthEnd,44.46611887,-73.20688396,9:00 PM,Monday
18BU020249,Suspicious Event,Public Service,9/3/18 21:47,Monroe St / N Champlain St,Phone,0,0,0,0,B,OldNorthEnd,44.48175879,-73.21576471,9:00 PM,Monday
18BU020250,Traffic,Motor Vehicle,9/3/18 22:00,St Paul St/Shelburne Rd,Officer/Radio,0,0,0,0,E,SouthEnd,44.46311337,-73.20967177,10:00 PM,Monday
18BU020251,Found/Lost Property,Public Service,9/3/18 22:59,North Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48219203,-73.2201438,10:00 PM,Monday
18BU020252,Assist - Public,Public Service,9/3/18 23:01,Shelburne Rd/Locust St,Officer/Radio,0,0,0,0,E,SouthEnd,44.46471489,-73.20684627,11:00 PM,Monday
18BU020253,Suspicious Event,Public Service,9/3/18 23:23,Main St,Officer/Radio,0,0,0,0,D,Downtown,44.47652409,-73.21609162,11:00 PM,Monday
18BU020254,Accident - Injury to person(s),Motor Vehicle,9/3/18 23:46,Pearl St,Phone,0,1,0,0,C,UniversityHillSection,44.47878594,-73.20402235,11:00 PM,Monday
18BU020255,Assist - K9,Assist,9/3/18 23:58,Old Pump Rd,Phone,0,0,0,0,NA,NA,44.51065524,-72.99434966,11:00 PM,Monday
18BU020256,Disturbance,Quality of Life,9/4/18 0:02,Hildred Dr,Phone,0,0,0,0,C,UniversityHillSection,44.4851022,-73.19386925,12:00 AM,Tuesday
18BU020257,Traffic,Motor Vehicle,9/4/18 0:25,N Winooski Ave/Grant St,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.48207265,-73.21279837,12:00 AM,Tuesday
18BU020258,Vandalism,Property,9/4/18 0:33,Sherman St/N Champlain St,911,0,0,0,0,B,OldNorthEnd,44.48069706,-73.21696682,12:00 AM,Tuesday
18BU020259,Juvenile Problem,Public Service,9/4/18 0:56,NA,Phone,0,0,0,0,D,Downtown,NA,NA,12:00 AM,Tuesday
18BU020260,Domestic Disturbance,Domestic,9/4/18 1:28,NA,Phone,0,1,1,0,D,Downtown,NA,NA,1:00 AM,Tuesday
18BU020261,Foot Patrol,Public Service,9/4/18 2:13,Hungerford Ter / Bradley St,Officer/Radio,0,1,0,0,C,UniversityHillSection,44.47985563,-73.20867797,2:00 AM,Tuesday
18BU020262,Suspicious Event,Public Service,9/4/18 2:25,S Union St,Officer/Radio,0,0,0,0,D,Downtown,44.4785957,-73.20783398,2:00 AM,Tuesday
18BU020263,Assist - Agency,Assist,9/4/18 4:58,Prim Rd,Phone,0,0,0,0,NA,NA,44.54916017,-73.23865804,4:00 AM,Tuesday
18BU020264,Vandalism,Property,9/4/18 7:44,Sandra Cir,Phone,0,0,0,0,NA,NA,44.51900512,-73.24927609,7:00 AM,Tuesday
18BU020265,Found/Lost Property,Public Service,9/4/18 8:08,S Union St,In Person,0,0,0,0,NA,NA,44.48160334,-73.20924923,8:00 AM,Tuesday
18BU020266,Trespass,Other,9/4/18 8:09,Main St,Phone,0,0,0,0,D,Downtown,44.47419756,-73.21163949,8:00 AM,Tuesday
18BU020267,Community Outreach,Public Service,9/4/18 8:31,Main St,Officer/Radio,0,0,0,0,E,SouthEnd,44.47653786,-73.20623605,8:00 AM,Tuesday
18BU020268,Intoxication,Quality of Life,9/4/18 8:36,Pearl St/N Winooski Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48012322,-73.20976848,8:00 AM,Tuesday
18BU020269,Community Outreach,Public Service,9/4/18 8:48,Institute Rd,Phone,0,0,0,0,A,NewNorthEnd,44.49823833,-73.23457765,8:00 AM,Tuesday
18BU020270,Community Outreach,Public Service,9/4/18 8:53,Institute Rd,Phone,0,0,0,0,A,NewNorthEnd,44.49547674,-73.23693024,8:00 AM,Tuesday
18BU020271,Mental Health Issue,Public Service,9/4/18 9:01,Elmwood Ave,911,1,0,0,0,B,OldNorthEnd,44.48010107,-73.21417957,9:00 AM,Tuesday
18BU020272,Community Outreach,Public Service,9/4/18 9:33,Mansfield Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48393097,-73.19781825,9:00 AM,Tuesday
18BU020273,Foot Patrol,Public Service,9/4/18 9:39,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47931357,-73.21324673,9:00 AM,Tuesday
18BU021851,Suspicious Event,Public Service,9/4/18 9:40,Spruce St,Online Report,0,0,0,0,E,SouthEnd,44.46895876,-73.21208389,9:00 AM,Tuesday
18BU020274,Intoxication,Quality of Life,9/4/18 10:27,Riverside Ave/Intervale Rd,Phone,0,0,0,0,C,UniversityHillSection,44.48778073,-73.20287956,10:00 AM,Tuesday
18BU020275,Animal Problem,Animal,9/4/18 10:42,Ferguson Ave,Phone,0,0,0,0,Airport,SouthEnd,44.45296006,-73.21789715,10:00 AM,Tuesday
18BU020276,Accident - Non-Investigated,Motor Vehicle,9/4/18 10:55,Riverside Ave.,Phone,0,0,0,0,C,UniversityHillSection,44.48614553,-73.19111827,10:00 AM,Tuesday
18BU020277,Enabling Consumption by Minors,Quality of Life,9/4/18 11:00,NA,Phone,0,0,0,1,A,NewNorthEnd,NA,NA,11:00 AM,Tuesday
18BU020278,Counterfeiting,Financial Crime,9/4/18 11:01,Pine St,Phone,0,0,0,0,Airport,SouthEnd,44.46568061,-73.2149885,11:00 AM,Tuesday
18BU021853,Accident - LSA,Motor Vehicle,9/4/18 11:43,Colchester Ave/UVM Hospital Entrance,Online Report,0,0,0,0,NA,NA,44.47942441,-73.1930268,11:00 AM,Tuesday
18BU020279,Animal Problem,Animal,9/4/18 11:44,North Ave,In Person,0,0,0,0,B,OldNorthEnd,44.48277611,-73.22307595,11:00 AM,Tuesday
18BU020280,TRO/FRO Service,Court Order,9/4/18 11:52,NA,Phone,0,0,0,0,B,OldNorthEnd,NA,NA,11:00 AM,Tuesday
18BU020281,Disturbance,Quality of Life,9/4/18 11:53,Institute Rd,Officer/Radio,0,0,0,0,A,NewNorthEnd,44.4959336,-73.23464626,11:00 AM,Tuesday
18BU020282,VIN verification,Motor Vehicle,9/4/18 11:57,James Ave,Phone,0,0,0,0,A,NewNorthEnd,44.5166975,-73.2503538,11:00 AM,Tuesday
18BU020284,Welfare Check,Public Service,9/4/18 12:01,Church St,Phone,0,0,0,0,D,Downtown,44.47910482,-73.21374508,12:00 PM,Tuesday
18BU020285,Assist - Public,Public Service,9/4/18 12:14,Battery Park,Phone,0,0,0,0,B,OldNorthEnd,44.48267387,-73.22138805,12:00 PM,Tuesday
18BU020286,Foot Patrol,Public Service,9/4/18 12:20,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47640206,-73.21357773,12:00 PM,Tuesday
18BU020287,Assist - Agency,Assist,9/4/18 12:23,Church St/College St,911,0,0,0,0,D,Downtown,44.47534873,-73.21411656,12:00 PM,Tuesday
18BU020288,Background Investigation,Administrative,9/4/18 12:30,North Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48038477,-73.21992531,12:00 PM,Tuesday
18BU020289,Trespass,Other,9/4/18 12:39,North St,Phone,0,0,0,0,B,OldNorthEnd,44.48462363,-73.22227449,12:00 PM,Tuesday
18BU020290,Property Damage,Property,9/4/18 13:08,North St/School St,Phone,0,0,0,0,C,UniversityHillSection,44.48477773,-73.20877168,1:00 PM,Tuesday
18BU020291,Disturbance,Quality of Life,9/4/18 13:15,City Hall Park,Officer/Radio,0,0,0,1,D,Downtown,44.47790917,-73.21194203,1:00 PM,Tuesday
18BU020292,VIN verification,Motor Vehicle,9/4/18 13:19,North Ave,In Person,0,0,0,0,B,OldNorthEnd,44.48193146,-73.22272114,1:00 PM,Tuesday
18BU020293,Assist - Agency,Assist,9/4/18 13:31,Cherry St,Phone,0,1,0,0,D,Downtown,44.47982035,-73.2177004,1:00 PM,Tuesday
18BU020294,Foot Patrol,Public Service,9/4/18 13:41,North St/Lafountain St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48353438,-73.2150761,1:00 PM,Tuesday
18BU020295,Assist - Agency,Assist,9/4/18 13:50,Airport Pkwy,Phone,0,0,0,0,,,44.46982776,-73.15632517,1:00 PM,Tuesday
18BU020296,Accident - Non-Investigated,Motor Vehicle,9/4/18 13:52,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48694413,-73.18696014,1:00 PM,Tuesday
18BU020297,Assist - Agency,Assist,9/4/18 14:00,Cayuga Ct,Phone,0,0,0,0,A,NewNorthEnd,44.51489291,-73.2500713,2:00 PM,Tuesday
18BU020298,Community Outreach,Public Service,9/4/18 14:17,Lakeside Ave,Officer/Radio,0,0,0,0,E,SouthEnd,44.46030548,-73.21753486,2:00 PM,Tuesday
18BU020299,Vandalism,Property,9/4/18 14:35,Northgate Rd,Phone,0,0,0,0,A,NewNorthEnd,44.51938813,-73.26553587,2:00 PM,Tuesday
18BU020300,Foot Patrol,Public Service,9/4/18 14:39,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47901936,-73.21377668,2:00 PM,Tuesday
18BU020301,Foot Patrol,Public Service,9/4/18 14:44,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47759746,-73.21306843,2:00 PM,Tuesday
18BU020302,Subpoena Service,Court Order,9/4/18 14:49,North Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48382835,-73.22271671,2:00 PM,Tuesday
18BU020303,Subpoena Service,Court Order,9/4/18 14:51,,Officer/Radio,0,0,0,0,D,Downtown,44.47440291,-73.21028608,2:00 PM,Tuesday
18BU020304,Subpoena Service,Court Order,9/4/18 14:59,North Ave,Officer/Radio,0,0,0,0,Airport,OldNorthEnd,44.4824953,-73.22035221,2:00 PM,Tuesday
18BU020305,Subpoena Service,Court Order,9/4/18 15:01,George St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.47945925,-73.21541614,3:00 PM,Tuesday
18BU020307,Found/Lost Property,Public Service,9/4/18 15:15,North Ave,In Person,0,0,0,0,B,OldNorthEnd,44.48246876,-73.22163549,3:00 PM,Tuesday
18BU020308,VIN verification,Motor Vehicle,9/4/18 15:28,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48167307,-73.22279744,3:00 PM,Tuesday
18BU020309,Welfare Check,Public Service,9/4/18 15:41,Smalley Park,Phone,0,0,0,1,E,SouthEnd,44.47314829,-73.21142669,3:00 PM,Tuesday
18BU021854,Larceny - Other,Property,9/4/18 16:17,Main St,Online Report,0,0,0,0,C,UniversityHillSection,44.47656739,-73.20840959,4:00 PM,Tuesday
18BU020312,Motor Vehicle Complaint,Motor Vehicle,9/4/18 16:26,Intervale Ave / Riverside Ave,911,0,0,0,0,B,OldNorthEnd,44.4882772,-73.20997879,4:00 PM,Tuesday
18BU020313,Ordinance Violation - Other,Quality of Life,9/4/18 16:38,College St,Phone,0,0,0,0,D,Downtown,44.47571667,-73.20922283,4:00 PM,Tuesday
18BU020314,Parking,Motor Vehicle,9/4/18 16:41,Intervale Ave / North St,Phone,0,0,0,0,B,OldNorthEnd,44.48431104,-73.21495539,4:00 PM,Tuesday
18BU020315,Assist - Public,Public Service,9/4/18 16:42,Church St / Main St,Officer/Radio,0,0,0,0,D,Downtown,44.47720752,-73.21120441,4:00 PM,Tuesday
18BU020316,Suspicious Event,Public Service,9/4/18 16:54,N Champlain St / Pearl St,Phone,1,0,0,0,D,Downtown,44.48186708,-73.21839172,4:00 PM,Tuesday
18BU020317,Traffic,Motor Vehicle,9/4/18 16:57,George St / Pearl St,Officer/Radio,0,0,0,0,D,Downtown,44.47896743,-73.21454125,4:00 PM,Tuesday
18BU020318,Retail Theft,Property,9/4/18 16:59,Church St,Phone,0,0,0,0,NA,NA,44.48073621,-73.21399164,4:00 PM,Tuesday
18BU020319,Assist - Agency,Assist,9/4/18 17:10,Riverside Ave/N Prospect St,911,0,0,0,0,C,UniversityHillSection,44.48714688,-73.20246667,5:00 PM,Tuesday
18BU020320,Welfare Check,Public Service,9/4/18 17:53,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.44668627,-73.20865954,5:00 PM,Tuesday
18BU020321,Assault - Simple,Assault,9/4/18 17:56,Riverside Ave,Phone,0,0,0,0,B,OldNorthEnd,44.49053202,-73.20958077,5:00 PM,Tuesday
18BU020322,Suspicious Event,Public Service,9/4/18 18:00,Bright St,911,0,0,0,0,B,OldNorthEnd,44.48823967,-73.20869181,6:00 PM,Tuesday
18BU021858,Found/Lost Property,Public Service,9/4/18 18:53,Biap,Online Report,0,0,0,0,,,44.46721902,-73.15641891,6:00 PM,Tuesday
18BU020323,TRO/FRO Violation,Domestic,9/4/18 18:55,NA,Officer/Radio,0,0,0,0,NA,NA,NA,NA,6:00 PM,Tuesday
18BU020324,Accident - Injury to person(s),Motor Vehicle,9/4/18 19:12,S Willard St/Maple St,911,0,0,0,0,E,SouthEnd,44.47319861,-73.20696741,7:00 PM,Tuesday
18BU020325,Juvenile Problem,Public Service,9/4/18 19:23,NA,Phone,0,0,0,0,D,Downtown,NA,NA,7:00 PM,Tuesday
18BU021869,Larceny - from Building,Property,9/4/18 19:29,Maple St,Online Report,0,0,0,0,D,Downtown,44.47325569,-73.21565167,7:00 PM,Tuesday
18BU020326,Suspicious Event,Public Service,9/4/18 19:35,North Ave,In Person,1,0,0,0,A,NewNorthEnd,44.52125901,-73.26431257,7:00 PM,Tuesday
18BU020327,Accident - Non-Investigated,Motor Vehicle,9/4/18 19:45,St Paul St,Phone,0,0,0,0,D,Downtown,44.47685815,-73.21336661,7:00 PM,Tuesday
18BU020328,Welfare Check,Public Service,9/4/18 19:58,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.4826126,-73.22058646,7:00 PM,Tuesday
18BU020329,Domestic Disturbance,Domestic,9/4/18 20:07,NA,911,0,0,1,1,E,SouthEnd,NA,NA,8:00 PM,Tuesday
18BU020330,Suspicious Event,Public Service,9/4/18 20:38,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.50736156,-73.24497925,8:00 PM,Tuesday
18BU020331,Noise,Quality of Life,9/4/18 20:59,Skate Park,Phone,0,0,0,0,D,Downtown,44.48167437,-73.22096452,8:00 PM,Tuesday
18BU020332,Disturbance,Quality of Life,9/4/18 21:14,King St/S Winooski Ave,911,0,0,0,0,D,Downtown,44.47608724,-73.20889068,9:00 PM,Tuesday
18BU020333,Foot Patrol,Public Service,9/4/18 21:22,Marketplace,Phone,0,0,0,0,D,Downtown,44.47896105,-73.21307727,9:00 PM,Tuesday
18BU020334,Domestic Disturbance,Domestic,9/4/18 21:28,NA,911,0,0,1,0,D,Downtown,NA,NA,9:00 PM,Tuesday
18BU020335,Accident - LSA,Motor Vehicle,9/4/18 21:33,Clarke St,Phone,0,0,0,0,B,OldNorthEnd,44.48193731,-73.21138154,9:00 PM,Tuesday
18BU020336,Ordinance Violation - Other,Quality of Life,9/4/18 21:42,City Hall Park,Phone,0,0,0,1,D,Downtown,44.47542365,-73.21459412,9:00 PM,Tuesday
18BU020337,Foot Patrol,Public Service,9/4/18 21:44,Marketplace,Phone,0,0,0,0,D,Downtown,44.47879279,-73.21190287,9:00 PM,Tuesday
18BU020338,Foot Patrol,Public Service,9/4/18 21:54,Marketplace,Phone,0,0,0,0,D,Downtown,44.47759875,-73.21282616,9:00 PM,Tuesday
